Comments,Date,Favorites,User,Polarity,Sentiment
Read latest blog from Erin Stern @LSHTM on the impact of Microfinance &amp; gender transformative programmes for preven… https://t.co/yicU8ijNVM,3/21/2018 16:17,2,What Works,0.5,positive
"+???? ????? ???? ??????? ???? 
?????? :NMB MICROFINANCE BITTIYA SANSTHA LIMITED 
?? 
?.Junior Field Officer 
?.Assi… https://t.co/4onBO7RMTc",3/21/2018 16:15,0,eJobs Nepal,-0.071428571,negative
"RT @wolbj: Digibyte in the News 

#dgb #digitalasset #multialog #payments #crypto #blockchain #DigiByte #microfinance #BTC #litecoin #XVG $…",3/21/2018 16:05,0,BF67.    just giving my opinion. Do as you please!,0,neutral
"RT @wolbj: Digibyte in the News 

#dgb #digitalasset #multialog #payments #crypto #blockchain #DigiByte #microfinance #BTC #litecoin #XVG $…",3/21/2018 16:04,0,ROLLER BALL,0,neutral
"RT @YourStoryCo: #FundingAlert: Founded in 2010, Sub-K serves as a bridge between #financial service providers and under-banked customers.…",3/21/2018 16:04,0,sandeep poonia,0,neutral
"RT @wolbj: Digibyte in the News 

#dgb #digitalasset #multialog #payments #crypto #blockchain #DigiByte #microfinance #BTC #litecoin #XVG $…",3/21/2018 16:03,0,Tudor Claudiu,0,neutral
Poverty- Day P in our alphabet challenge.  Our data shows that Friendship Bridge clients living on a daily househol… https://t.co/9vYzNEbjxV,3/21/2018 16:02,0,Friendship Bridge,0,neutral
"Take a look at some positive initiatives brought on by FinTech in Africa. 

https://t.co/A5XWQeCW71

#Asaak… https://t.co/TWNQVkCv2V",3/21/2018 16:00,1,asaak,0.227272727,positive
RT @NMFY_Org: #microfinance enable farmers to leverage #solarpumps #RenewableEnergy to grow crops #foodsecurity &amp; keep jobs sustain #liveli…,3/21/2018 15:58,0,Eng.MahMoud,0,neutral
"Crossover Microfinance Bank Limited New Available Position

https://t.co/k8Mm0Ck9NN",3/21/2018 15:55,0,Nigerian ElitesForum,0.154978355,positive
Microfinance in Africa: Benefits and Challenges https://t.co/3cKUPRMNsI https://t.co/YsReczchBM,3/21/2018 15:55,0,Radoslav Trenev,0,neutral
"Our partner in #Pakistan @Akhuwat are the biggest #microfinance organisation in #Pakistan, and probably the largest… https://t.co/fNEzVfP9yc",3/21/2018 15:54,4,lendwithcare,0,neutral
"@Zawadisha Awesome! That's such a great model &amp; seems very effective! We typically have 1 garden co-op per village,… https://t.co/FQZAwFVbti",3/21/2018 15:52,0,CREATE!,0.521666667,positive
Our colleagues Shakeel and Shahzad from our #microfinance partner @Akhuwat in #Pakistan share their… https://t.co/Dyf8JWyg6K,3/21/2018 15:51,1,lendwithcare,0,neutral
Microfinance in Africa: Benefits and Challenges - The Market Mogul https://t.co/BSqGsjLcaW,3/21/2018 15:51,0,?????????????News,0,neutral
"RT @lendwithcare: ""My favourite part of my job is uploading entrepreneur profiles because I see different photos of people and their busine…",3/21/2018 15:49,0,MicroLoan Foundation,0,neutral
"""Nano cryptocurrency microfinance use case"" #microfinance https://t.co/YFE01odWqg",3/21/2018 15:49,0,MicrofinanceNews,0,neutral
"""My favourite part of my job is uploading entrepreneur profiles because I see different photos of people and their… https://t.co/DZzodsFJup",3/21/2018 15:47,4,lendwithcare,0,neutral
Le #sud-africain #Goodwell investit dans une #société #néerlandaise fournissant des #logiciels aux institutions de… https://t.co/tS3dqOwUYc,3/21/2018 15:40,0,Best Offshore Broker,0,neutral
"RT @YourStoryCo: #FundingAlert: Founded in 2010, Sub-K serves as a bridge between #financial service providers and under-banked customers.…",3/21/2018 15:40,0,The Social Rush,0,neutral
"#FundingAlert: Founded in 2010, Sub-K serves as a bridge between #financial service providers and under-banked cust… https://t.co/thSkT1pOzc",3/21/2018 15:37,1,YourStory,0,neutral
we are with @lendwithcare today to talk to its MFIs partners about #socialperformance and  #socialimpact and the be… https://t.co/JIepcfELVa,3/21/2018 15:36,0,Inclusion [SR],0,neutral
RT @MicroSave: Our journey embarked the user-centric design process- #MI4ID. And #MI4ID Canvas brings success stories of #MI4ID in the spac…,3/21/2018 15:26,0,Akhand Tiwari,0.3,positive
"The power of #integratedfinance lies not in the simple bundling of investment, liquidity, and risk-management produ… https://t.co/UjX5bXEw5f",3/21/2018 15:25,1,LAKE | Integrated Finance,0,neutral
RT @ReformeHebdo: Microfinance : Oikocrédit fête ses 40 ans https://t.co/BtuB5iRGZj https://t.co/YIZU0fP6ro,3/21/2018 15:22,0,Unité des Chrétiens,0,neutral
Abidjan net -JNM : deux jours pour accompagner et amplifier la dynamique de la microfinance en Côte d’Ivoire https://t.co/ywmSt8TwfL,3/21/2018 15:15,0,Afropages,0,neutral
Microfinance in Africa: Benefits and Challenges | The Market Mogul https://t.co/0nH0SmQIBA,3/21/2018 15:06,1,Global Voice Group,0,neutral
"RT @lendwithcare: ""The most interesting thing this week is learning about my peers'  rich experiences. Meeting people from so many differen…",3/21/2018 15:03,0,CARE Perú,0.46875,positive
"HR Administrative Assistant at Crossover Microfinance Bank Limited Crossover Microfinance Bank Limited, is ... https://t.co/C9b5PAKKm9",3/21/2018 15:01,0,NetworkOfNewsNigeria,-0.071428571,negative
"#Microfinance has been important in providing #banking services to the #unbanked, but what have some of its benefit… https://t.co/4IxrWnGEmY",3/21/2018 15:00,0,The Market Mogul,0.4,positive
"With AB Microfinance, businesses can access business loans of up to 20,000,000. Apply Now https://t.co/hLIay0NXK0… https://t.co/YVvXkZDa3d",3/21/2018 15:00,0,AB MICROFINANCE BANK,0,neutral
"Digibyte in the News 

#dgb #digitalasset #multialog #payments #crypto #blockchain #DigiByte #microfinance #USD… https://t.co/2Ujfk1yjx2",3/21/2018 14:58,11,bigwolb,0,neutral
Microfinance : Oikocrédit fête ses 40 ans https://t.co/BtuB5iRGZj https://t.co/YIZU0fP6ro,3/21/2018 14:58,3,Réforme,0,neutral
"RT @wolbj: Digibyte in the News 

#dgb #digitalasset #multialog #payments #crypto #blockchain #DigiByte #microfinance #BTC #litecoin #XVG $…",3/21/2018 14:57,0,Carbonel Exchange,0,neutral
"Digibyte in the News 

#dgb #digitalasset #multialog #payments #crypto #blockchain #DigiByte #microfinance #BTC… https://t.co/MnyxfFkmYK",3/21/2018 14:56,15,bigwolb,0,neutral
"Digibyte in the News 

#dgb $digibyte #digitalasset #multialog #payments #crypto #blockchain #DigiByte… https://t.co/41m3lJn22Q",3/21/2018 14:48,3,bigwolb,0,neutral
Indashyikirwa: The Impact of a Microfinance and Gender-transformative Program on Preventing Intimate Partner Violen… https://t.co/w52okHm4yb,3/21/2018 14:44,1,NpM,0.2,positive
RT @daddycaiazzo: @LivingonOne - #blockchaintechnology will be the future of #microfinance There are some GREAT projects out there. @ethlen…,3/21/2018 14:43,0,rahulgupta,0.4,positive
"RT @PwC_Luxembourg: Responsible investments, #microfinance, #GreenBonds and #Innovation capacity... Let's discuss this and more with our Mi…",3/21/2018 14:42,0,Andreia,0.35,positive
Projects like @lendchain - the future for #microfinance @LivingonOne,3/21/2018 14:25,0,Michael Caiazzo,0,neutral
Microfinance in Africa: Benefits and Challenges | The Market Mogul https://t.co/HT5WbbMQaM,3/21/2018 14:24,0,José Manuel Almeida,0,neutral
@LivingonOne - #blockchaintechnology will be the future of #microfinance There are some GREAT projects out there. @ethlend1,3/21/2018 14:23,0,Michael Caiazzo,0.4,positive
"""The key factors for an accurate and effective #impactassessment are control groups, large samples and independent… https://t.co/3Ip3slvJWo",3/21/2018 14:20,0,lendwithcare,0.303571429,positive
"La dernière annulation a été 1 catastrophe pour les institutions de microfinance et a mis en difficulté FEPRODES, 1… https://t.co/XcvzTlbyBC",3/21/2018 14:20,1,Altérité,0,neutral
RT @Khal_Salohcin: @Curate_Zed Okay. The following is a standard list of requirements to access finance from a bank. I will keep it strictl…,3/21/2018 14:14,0,T’Chuck,0.166666667,positive
BASIX Sub-K raises Rs 350 million from Accion and Nordic Microfinance Initiative https://t.co/gvSVXgzRCq via @economictimes,3/21/2018 14:03,1,Sasidhar Thumuluri,0,neutral
When a family has a sustainable income through microfinance they are able to afford medical attention when needed..… https://t.co/GVNX5VHEkj,3/21/2018 13:50,0,MPAonline,0.25,positive
RT @Joy997FM: Daily Graphic: Grabbed - Kingpins in robbery cases in police custody :: Sanitation problem can be solved with attitudinal cha…,3/21/2018 13:49,0,Kennedy??,0,neutral
Beware of fraudulent non-existent microfinance banks in Nigeria https://t.co/EH1FvBE6PV,3/21/2018 13:47,0,Medianet Online,0,neutral
Beware of fraudulent non-existent microfinance banks in Nigeria https://t.co/gLuTpF3Ytf #Nigeria,3/21/2018 13:47,0,World As It Is,0,neutral
"""Why do we take evidence and ratings? We need to be sure what we are doing has a positive impact on the lives of po… https://t.co/STjadjvWP1",3/21/2018 13:45,0,lendwithcare,0.363636364,positive
"BASIX Sub-K raises Rs 350Cr equity funding from Accion, Nordic Microfinance Initiative https://t.co/w8xUrt2Ctr",3/21/2018 13:43,0,Bikash Kampo,0,neutral
"RT @lendwithcare: ""The most interesting thing this week is learning about my peers'  rich experiences. Meeting people from so many differen…",3/21/2018 13:35,0,Alex the Guiri,0.46875,positive
"#BASIX Sub-K iTransactions Ltd, a
Hyderabad based company focused on financial inclusion, said
it has raised Rs 350… https://t.co/xb8TLLVI09",3/21/2018 13:33,0,Business of India,0,neutral
"""The most interesting thing this week is learning about my peers'  rich experiences. Meeting people from so many di… https://t.co/e1iD0bl1Dr",3/21/2018 13:31,3,lendwithcare,0.46875,positive
"The British government, through @DFID_UK is backing the #Global Parametrics Natural Disaster Fund with $35m to Supp… https://t.co/uVYEdEpqtd",3/21/2018 13:30,1,Global Parametrics,0.033333333,positive
"RT @Laura_B_Doering: How do personal relationships affect lending? In a new paper, I use data from microfinance to show how personal ties c…",3/21/2018 13:24,0,Christopher Cho,0.045454545,positive
"RT @Laura_B_Doering: How do personal relationships affect lending? In a new paper, I use data from microfinance to show how personal ties c…",3/21/2018 13:21,0,Dajean Lacasse,0.045454545,positive
"@FerdOwner Sir, I wouldlike to know if your support in microfinance extends the support arm to the republic of Ugan… https://t.co/9hHDhMoivF",3/21/2018 13:13,0,MASIKO BENON,0,neutral
"RT @Laura_B_Doering: How do personal relationships affect lending? In a new paper, I use data from microfinance to show how personal ties c…",3/21/2018 13:11,0,ConsumersConsumption,0.045454545,positive
"RT @Laura_B_Doering: How do personal relationships affect lending? In a new paper, I use data from microfinance to show how personal ties c…",3/21/2018 13:11,0,Rick Moore,0.045454545,positive
RT @InvestAfrica1: 4G Capital provides microfinance to African business people - 81% of their clients are female traders seeking to provide…,3/21/2018 13:09,0,Lorcan O Cathain,0,neutral
"@FerdOwner Hello, I'm glad and grateful writing to you. I watched your pitch/video on Norfund Summer Conference 201… https://t.co/bGBnI3FByn",3/21/2018 13:07,0,MASIKO BENON,0.5,positive
Managers come in all shapes and sizes. Is there a management strategy that yields the best results? @CanalesRo… https://t.co/PpzP1L4TRE,3/21/2018 13:07,0,NBS,1,positive
@Curate_Zed Okay. The following is a standard list of requirements to access finance from a bank. I will keep it st… https://t.co/y4oEoHxc2I,3/21/2018 13:06,1,Celebrity Banker,0.166666667,positive
"@sharoneperl 
Is Investing in a Microfinance Business a Good Idea? - https://t.co/Ke7pxFdOv7",3/21/2018 13:05,0,Jordan James,0.7,positive
"How do personal relationships affect lending? In a new paper, I use data from microfinance to show how personal tie… https://t.co/Y4IjEoZjKH",3/21/2018 13:04,16,Laura Doering,0.045454545,positive
#Niger Déboires de la microfinance ASUSU: Le SYNBANK apporte son soutien à la Directrice générale d’ASUSU #aNiamey https://t.co/e0Reym6x3A,3/21/2018 13:00,3,aNiamey,0,neutral
"RT @SabineYazbeck: Impressive work by Maria Luque Executive Director of FsF, NGO supported by the #IEFoundation, where 20 finance master st…",3/21/2018 12:57,0,Geoffroy Gérard,1,positive
RT @nigeriajoblist: Crossover Microfinance Bank Limited New Available Position https://t.co/JdKTd4Pymo,3/21/2018 12:48,0,ManOfGod,0.154978355,positive
Aarambha Microfinance Shares Listed within a couple of weeks of Allotment ; Trading to commence in 7 days… https://t.co/WdIr8u49Rr,3/21/2018 12:35,1,NepseKhabar,0,neutral
Ajira Bear: Job Opportunity at Finca Microfinance Bank - Business Analyst https://t.co/4tIcQmFvVQ,3/21/2018 12:33,0,Dar Talk,0,neutral
"Responsible investments, #microfinance, #GreenBonds and #Innovation capacity... Let's discuss this and more with ou… https://t.co/swknvHj58j",3/21/2018 12:30,2,PwC_Luxembourg,0.35,positive
"RT @SabineYazbeck: Impressive work by Maria Luque Executive Director of FsF, NGO supported by the #IEFoundation, where 20 finance master st…",3/21/2018 12:27,0,IE MEA,1,positive
"Impressive work by Maria Luque Executive Director of FsF, NGO supported by the #IEFoundation, where 20 finance mast… https://t.co/YHqy4z2N7K",3/21/2018 12:21,3,SabineYazbeck,1,positive
"43rd Midi de la microfinance, Sharing financial expertise in risk management https://t.co/rOtVsOZoVF",3/21/2018 12:15,0,Chris Czerwonka,0,neutral
"""I welcome @InclusionSR 's reports. They confirm our initial decisions to start working with our partners, and prov… https://t.co/PezswYJu0n",3/21/2018 12:04,2,lendwithcare,0.4,positive
"Eish you had the chance to meet Prof Muhummad Yunus , The Icon In Microcredit and Microfinance concepts ????????… https://t.co/zaOO13fWn5",3/21/2018 11:53,0,KennieTheDancer,0,neutral
The implementation of C-ASBA has come with merrier news for the investors. The stock market had not moved out from… https://t.co/FnVXV7ZW7P,3/21/2018 11:46,3,sharesansar,0,neutral
BASIX Sub-K raises Rs 350 million from Accion and Nordic Microfinance Initiative https://t.co/mLEtVwfwiQ https://t.co/qWkwa4MwSr,3/21/2018 11:39,0,Saiprasad Bagrecha,0,neutral
"RT @crea_sol: ? RAPPEL : @crea_sol en #partenariat avec @Fin_Pedagogie organise le #Concours Microfinance Success, parrainé par la @CE_Cote…",3/21/2018 11:38,0,Lionel Rochet,0.3,positive
"#Meetthecolleagues - Shakeel is Lendwithcare coordinator at our #microfinance partner in #Pakistan, @Akhuwat. ""I wa… https://t.co/bijyb6BHgI",3/21/2018 11:37,2,lendwithcare,0,neutral
Mobile Technology and How It Can Benefit Microfinance - Business advice for new businesses https://t.co/9fD61pOmAC,3/21/2018 11:37,0,Mobile Technology,0.136363636,positive
"RT @lendwithcare: Richard and Ana from @InclusionSR  talking to our #microfinance colleagues at our workshop today. ""A rating isn't a one o…",3/21/2018 11:35,0,Kathryn Payg,0,neutral
"Richard and Ana from @InclusionSR  talking to our #microfinance colleagues at our workshop today. ""A rating isn't a… https://t.co/fEbk6hpkiv",3/21/2018 11:34,1,lendwithcare,0,neutral
Sharone Perlstein Tackles the Energy Sector https://t.co/vEZOLir5qs,3/21/2018 11:30,0,padmakshi pednekar,0,neutral
"RT @abidjan_net: ""Journée Nationale de la Microfinance/Elodie Koffi, DG de GESCI invite les acteurs du secteur"" : https://t.co/vrhOHGblWS v…",3/21/2018 11:24,0,konan konan aristide,0,neutral
